,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
p[267],0.94,0.01,0.93,0.95,0.0,0.0,9475.37,6339.33,1.0
p[268],0.96,0.0,0.95,0.97,0.0,0.0,9227.03,6420.57,1.0
p[269],0.91,0.02,0.87,0.94,0.0,0.0,10469.23,6478.31,1.0
p[270],0.89,0.02,0.85,0.92,0.0,0.0,11890.8,6408.43,1.0
p[271],0.9,0.01,0.89,0.91,0.0,0.0,9065.13,6681.32,1.0
p[272],0.89,0.01,0.87,0.91,0.0,0.0,9300.6,7387.46,1.0
p[273],0.9,0.01,0.89,0.92,0.0,0.0,9061.81,6768.77,1.0
p[274],0.92,0.01,0.91,0.93,0.0,0.0,9237.02,6307.59,1.0
p[275],0.96,0.01,0.95,0.98,0.0,0.0,10661.34,6748.0,1.0
p[276],0.93,0.01,0.91,0.94,0.0,0.0,10438.35,6562.98,1.0
p[277],0.92,0.01,0.91,0.93,0.0,0.0,9240.97,6307.58,1.0
p[278],0.92,0.01,0.91,0.93,0.0,0.0,9242.05,6307.58,1.0
p[279],0.92,0.01,0.91,0.93,0.0,0.0,9242.89,6334.71,1.0
p[280],0.92,0.01,0.91,0.93,0.0,0.0,9245.61,6334.71,1.0
p[281],0.94,0.01,0.93,0.96,0.0,0.0,11534.73,6554.88,1.0
p[282],0.91,0.01,0.89,0.93,0.0,0.0,10003.78,6784.17,1.0
p[283],0.81,0.02,0.79,0.84,0.0,0.0,9498.98,7113.3,1.0
p[284],0.92,0.01,0.91,0.93,0.0,0.0,9253.73,6335.08,1.0
p[285],0.9,0.01,0.89,0.92,0.0,0.0,9065.37,6827.04,1.0
p[286],0.9,0.01,0.89,0.92,0.0,0.0,9065.37,6827.04,1.0
p[287],0.9,0.01,0.89,0.92,0.0,0.0,9066.66,6827.97,1.0
p[288],0.92,0.01,0.91,0.93,0.0,0.0,9260.15,6387.81,1.0
p[289],0.9,0.01,0.89,0.92,0.0,0.0,9066.57,6736.65,1.0
p[290],0.93,0.02,0.9,0.96,0.0,0.0,10073.73,6138.08,1.0
p[291],0.9,0.01,0.88,0.92,0.0,0.0,9893.22,6622.77,1.0
p[292],0.92,0.01,0.91,0.93,0.0,0.0,9267.96,6468.53,1.0
p[293],0.82,0.02,0.79,0.84,0.0,0.0,9507.44,7115.79,1.0
p[294],0.9,0.01,0.89,0.92,0.0,0.0,9068.83,7047.79,1.0
p[295],0.92,0.01,0.91,0.93,0.0,0.0,9277.49,6517.34,1.0
p[296],0.89,0.02,0.85,0.92,0.0,0.0,11883.6,6327.74,1.0
p[297],0.91,0.02,0.88,0.94,0.0,0.0,10469.36,6341.8,1.0
p[298],0.96,0.01,0.95,0.98,0.0,0.0,10795.06,6286.11,1.0
p[299],0.9,0.01,0.89,0.92,0.0,0.0,9071.7,7049.33,1.0
p[300],0.93,0.01,0.92,0.95,0.0,0.0,10438.91,6548.53,1.0
p[301],0.92,0.01,0.91,0.93,0.0,0.0,9282.37,6409.95,1.0
p[302],0.91,0.01,0.89,0.92,0.0,0.0,9072.67,7104.5,1.0
p[303],0.92,0.01,0.91,0.93,0.0,0.0,9284.15,6409.95,1.0
p[304],0.92,0.01,0.91,0.93,0.0,0.0,9284.15,6409.95,1.0
p[305],0.91,0.01,0.89,0.93,0.0,0.0,10010.11,6875.48,1.0
p[306],0.9,0.01,0.87,0.92,0.0,0.0,9313.54,7134.4,1.0
p[307],0.9,0.01,0.87,0.92,0.0,0.0,9313.54,7134.4,1.0
p[308],0.96,0.0,0.95,0.97,0.0,0.0,9198.83,6426.07,1.0
p[309],0.97,0.01,0.95,0.98,0.0,0.0,10645.45,6771.71,1.0
p[310],0.93,0.01,0.92,0.95,0.0,0.0,10439.75,6590.75,1.0
p[311],0.92,0.01,0.91,0.93,0.0,0.0,9291.64,6491.6,1.0
p[312],0.91,0.01,0.89,0.92,0.0,0.0,9079.79,7168.45,1.0
p[313],0.95,0.01,0.93,0.96,0.0,0.0,9491.74,6521.74,1.0
p[314],0.91,0.01,0.89,0.93,0.0,0.0,10010.72,6937.92,1.0
p[315],0.93,0.01,0.91,0.96,0.0,0.0,10023.06,6136.22,1.0
p[316],0.91,0.01,0.89,0.93,0.0,0.0,10010.72,6937.92,1.0
p[317],0.91,0.01,0.89,0.92,0.0,0.0,9080.93,7068.18,1.0
p[318],0.95,0.01,0.93,0.96,0.0,0.0,11509.58,6612.95,1.0
p[319],0.91,0.01,0.89,0.93,0.0,0.0,10010.82,6906.48,1.0
p[320],0.92,0.01,0.91,0.93,0.0,0.0,9305.63,6280.22,1.0
p[321],0.82,0.01,0.79,0.85,0.0,0.0,9524.77,7080.46,1.0
p[322],0.91,0.01,0.89,0.92,0.0,0.0,9082.68,7067.99,1.0
p[323],0.91,0.01,0.89,0.92,0.0,0.0,9083.36,7067.99,1.0
p[324],0.89,0.02,0.86,0.93,0.0,0.0,11873.96,6407.74,1.0
p[325],0.82,0.01,0.79,0.85,0.0,0.0,9528.2,6981.91,1.0
p[326],0.9,0.01,0.88,0.92,0.0,0.0,9894.87,6609.51,1.0
p[327],0.96,0.0,0.95,0.97,0.0,0.0,9198.19,6483.99,1.0
p[328],0.93,0.01,0.92,0.95,0.0,0.0,10433.02,6644.24,1.0
p[329],0.91,0.02,0.88,0.94,0.0,0.0,10467.85,6369.72,1.0
p[330],0.91,0.01,0.89,0.92,0.0,0.0,9084.12,7068.32,1.0
p[331],0.93,0.01,0.92,0.94,0.0,0.0,9324.3,6409.57,1.0
p[332],0.93,0.01,0.92,0.94,0.0,0.0,9328.44,6257.27,1.0
p[333],0.91,0.01,0.9,0.92,0.0,0.0,9085.96,7068.05,1.0
p[334],0.93,0.01,0.92,0.94,0.0,0.0,9333.19,6257.27,1.0
p[335],0.93,0.01,0.92,0.94,0.0,0.0,9334.87,6277.87,1.0
p[336],0.93,0.01,0.92,0.94,0.0,0.0,9336.24,6250.27,1.0
p[337],0.9,0.01,0.88,0.92,0.0,0.0,9326.42,7034.88,1.0
p[338],0.93,0.01,0.92,0.94,0.0,0.0,9340.34,6250.27,1.0
p[339],0.93,0.01,0.92,0.95,0.0,0.0,10429.32,6672.68,1.0
p[340],0.91,0.01,0.9,0.92,0.0,0.0,9089.57,7100.68,1.0
p[341],0.93,0.01,0.92,0.94,0.0,0.0,9342.61,6277.82,1.0
p[342],0.95,0.01,0.94,0.96,0.0,0.0,9498.79,6691.19,1.0
p[343],0.91,0.01,0.9,0.92,0.0,0.0,9091.01,7100.95,1.0
p[344],0.83,0.01,0.8,0.85,0.0,0.0,9541.87,7247.42,1.0
p[345],0.97,0.01,0.95,0.98,0.0,0.0,10630.46,6956.5,1.0
p[346],0.94,0.01,0.91,0.96,0.0,0.0,9973.71,6060.09,1.0
p[347],0.91,0.01,0.89,0.93,0.0,0.0,10001.06,6938.67,1.0
p[348],0.91,0.01,0.89,0.93,0.0,0.0,10001.06,6938.67,1.0
p[349],0.91,0.01,0.9,0.92,0.0,0.0,9092.38,7134.04,1.0
p[350],0.95,0.01,0.94,0.96,0.0,0.0,11486.92,6729.47,1.0
p[351],0.93,0.01,0.92,0.94,0.0,0.0,9361.27,6308.47,1.0
p[352],0.91,0.01,0.9,0.92,0.0,0.0,9097.6,7235.56,1.0
p[353],0.93,0.01,0.92,0.95,0.0,0.0,10422.86,6729.96,1.0
p[354],0.83,0.01,0.8,0.85,0.0,0.0,9406.2,7425.69,1.0
p[355],0.93,0.01,0.92,0.94,0.0,0.0,9368.6,6297.9,1.0
p[356],0.93,0.01,0.92,0.95,0.0,0.0,10423.57,6700.5,1.0
p[357],0.92,0.02,0.89,0.94,0.0,0.0,10460.58,6395.99,1.0
p[358],0.91,0.01,0.9,0.92,0.0,0.0,9101.59,7235.29,1.0
p[359],0.94,0.01,0.92,0.95,0.0,0.0,10421.83,6760.2,1.0
p[360],0.93,0.01,0.92,0.94,0.0,0.0,9380.53,6282.35,1.0
p[361],0.83,0.01,0.8,0.86,0.0,0.0,9416.59,7383.74,1.0
p[362],0.91,0.01,0.9,0.92,0.0,0.0,9103.19,7200.81,1.0
p[363],0.91,0.01,0.9,0.92,0.0,0.0,9103.52,7200.81,1.0
p[364],0.93,0.01,0.92,0.94,0.0,0.0,9384.79,6252.41,1.0
p[365],0.9,0.02,0.86,0.93,0.0,0.0,11865.03,6353.94,1.0
p[366],0.95,0.01,0.93,0.96,0.0,0.0,11690.54,6727.6,1.0
p[367],0.95,0.01,0.93,0.96,0.0,0.0,11690.54,6727.6,1.0
p[368],0.93,0.01,0.92,0.94,0.0,0.0,9386.99,6335.55,1.0
p[369],0.93,0.01,0.92,0.94,0.0,0.0,9387.18,6335.55,1.0
p[370],0.93,0.01,0.92,0.94,0.0,0.0,9388.12,6362.28,1.0
p[371],0.93,0.01,0.92,0.94,0.0,0.0,9396.62,6356.84,1.0
p[372],0.95,0.01,0.94,0.96,0.0,0.0,11480.09,6692.34,1.0
p[373],0.91,0.01,0.9,0.92,0.0,0.0,9112.1,7167.64,1.0
p[374],0.91,0.01,0.89,0.93,0.0,0.0,9914.55,6874.51,1.0
p[375],0.96,0.0,0.95,0.97,0.0,0.0,9199.29,6513.91,1.0
p[376],0.94,0.01,0.91,0.96,0.0,0.0,9921.33,6012.94,1.0
p[377],0.92,0.01,0.9,0.94,0.0,0.0,9983.27,7066.61,1.0
p[378],0.93,0.01,0.92,0.94,0.0,0.0,9404.05,6355.25,1.0
p[379],0.91,0.01,0.9,0.93,0.0,0.0,9113.64,7201.59,1.0
p[380],0.83,0.01,0.81,0.86,0.0,0.0,9436.79,7295.47,1.0
p[381],0.94,0.01,0.92,0.95,0.0,0.0,10418.21,6917.98,1.0
p[382],0.96,0.0,0.95,0.97,0.0,0.0,9204.05,6530.06,1.0
p[383],0.92,0.01,0.89,0.95,0.0,0.0,10458.76,6619.9,1.0
p[384],0.91,0.01,0.9,0.93,0.0,0.0,9124.22,7200.97,1.0
p[385],0.95,0.01,0.93,0.96,0.0,0.0,11674.47,6618.35,1.0
p[386],0.93,0.01,0.92,0.94,0.0,0.0,9423.84,6304.54,1.0
p[387],0.9,0.02,0.87,0.93,0.0,0.0,11850.53,6327.76,1.0
p[388],0.93,0.01,0.92,0.94,0.0,0.0,9426.61,6277.51,1.0
p[389],0.83,0.01,0.81,0.86,0.0,0.0,9443.95,7263.43,1.0
p[390],0.91,0.01,0.9,0.93,0.0,0.0,9128.02,7235.8,1.0
p[391],0.94,0.01,0.92,0.95,0.0,0.0,10416.3,6981.74,1.0
p[392],0.91,0.01,0.9,0.93,0.0,0.0,9129.07,7270.21,1.0
p[393],0.93,0.01,0.92,0.94,0.0,0.0,9433.11,6277.54,1.0
p[394],0.93,0.01,0.92,0.94,0.0,0.0,9433.11,6277.54,1.0
p[395],0.93,0.01,0.92,0.94,0.0,0.0,9434.31,6277.54,1.0
p[396],0.93,0.01,0.92,0.94,0.0,0.0,9434.97,6277.07,1.0
p[397],0.93,0.01,0.92,0.94,0.0,0.0,9439.74,6252.08,1.0
p[398],0.95,0.01,0.94,0.96,0.0,0.0,9540.64,6759.97,1.0
p[399],0.92,0.01,0.9,0.93,0.0,0.0,9133.85,7236.12,1.0
p[400],0.92,0.01,0.9,0.93,0.0,0.0,9134.04,7236.12,1.0
p[401],0.94,0.01,0.91,0.96,0.0,0.0,9874.48,5805.06,1.0
p[402],0.93,0.01,0.92,0.94,0.0,0.0,9458.39,6119.92,1.0
p[403],0.92,0.01,0.9,0.93,0.0,0.0,9138.95,7270.73,1.0
p[404],0.97,0.01,0.95,0.98,0.0,0.0,10600.52,6354.32,1.0
p[405],0.92,0.01,0.9,0.94,0.0,0.0,9955.75,7067.05,1.0
p[406],0.92,0.01,0.9,0.94,0.0,0.0,9955.75,7067.05,1.0
p[407],0.91,0.01,0.89,0.93,0.0,0.0,9932.99,6862.07,1.0
p[408],0.93,0.01,0.92,0.94,0.0,0.0,9465.04,6144.59,1.0
p[409],0.84,0.01,0.81,0.86,0.0,0.0,9466.24,7405.45,1.0
p[410],0.9,0.02,0.87,0.93,0.0,0.0,11835.4,6327.98,1.0
p[411],0.95,0.01,0.94,0.97,0.0,0.0,11437.16,6785.53,1.0
p[412],0.96,0.0,0.96,0.97,0.0,0.0,9205.11,6369.43,1.0
p[413],0.94,0.01,0.93,0.95,0.0,0.0,10411.73,6858.99,1.0
p[414],0.93,0.01,0.92,0.94,0.0,0.0,9480.56,6094.06,1.0
p[415],0.97,0.01,0.96,0.98,0.0,0.0,10603.52,6806.19,1.0
p[416],0.92,0.01,0.9,0.93,0.0,0.0,9150.04,7307.29,1.0
p[417],0.93,0.01,0.92,0.94,0.0,0.0,9486.88,6143.31,1.0
p[418],0.93,0.01,0.92,0.94,0.0,0.0,9487.69,6143.31,1.0
p[419],0.95,0.01,0.94,0.97,0.0,0.0,11433.4,6846.03,1.0
p[420],0.92,0.01,0.91,0.93,0.0,0.0,9154.38,7097.62,1.0
p[421],0.93,0.01,0.92,0.94,0.0,0.0,9488.03,6118.58,1.0
p[422],0.95,0.01,0.94,0.96,0.0,0.0,11648.91,6557.44,1.0
p[423],0.95,0.01,0.94,0.96,0.0,0.0,11648.91,6557.44,1.0
p[424],0.93,0.01,0.92,0.94,0.0,0.0,9488.03,6118.58,1.0
p[425],0.92,0.01,0.91,0.93,0.0,0.0,9155.88,6995.68,1.0
p[426],0.84,0.01,0.82,0.87,0.0,0.0,9486.51,7406.35,1.0
p[427],0.93,0.01,0.92,0.94,0.0,0.0,9496.27,6022.73,1.0
p[428],0.96,0.0,0.96,0.97,0.0,0.0,9210.65,6365.0,1.0
p[429],0.94,0.01,0.93,0.95,0.0,0.0,10411.55,6891.39,1.0
p[430],0.96,0.0,0.96,0.97,0.0,0.0,9211.51,6365.0,1.0
p[431],0.95,0.01,0.94,0.96,0.0,0.0,9555.51,6758.1,1.0
p[432],0.92,0.01,0.91,0.93,0.0,0.0,9167.18,6867.01,1.0
p[433],0.93,0.01,0.93,0.94,0.0,0.0,9517.73,6010.15,1.0
p[434],0.92,0.01,0.89,0.93,0.0,0.0,9943.34,7056.64,1.0
p[435],0.94,0.01,0.92,0.97,0.0,0.0,9812.31,5806.27,1.0
p[436],0.92,0.01,0.91,0.93,0.0,0.0,9168.79,6712.7,1.0
p[437],0.93,0.01,0.9,0.95,0.0,0.0,10453.33,6574.17,1.0
p[438],0.94,0.01,0.93,0.95,0.0,0.0,10412.19,6891.3,1.0
p[439],0.94,0.01,0.93,0.94,0.0,0.0,9525.52,6156.57,1.0
p[440],0.84,0.01,0.82,0.87,0.0,0.0,9500.99,7408.28,1.0
p[441],0.94,0.01,0.93,0.94,0.0,0.0,9528.38,6156.57,1.0
p[442],0.92,0.01,0.91,0.94,0.0,0.0,9924.39,7066.57,1.0
p[443],0.93,0.01,0.9,0.95,0.0,0.0,10453.18,6574.17,1.0
p[444],0.96,0.0,0.96,0.97,0.0,0.0,9208.96,6444.55,1.0
p[445],0.91,0.02,0.88,0.94,0.0,0.0,11818.82,6275.92,1.0
p[446],0.92,0.01,0.91,0.93,0.0,0.0,9177.26,7049.5,1.0
p[447],0.94,0.01,0.93,0.95,0.0,0.0,9541.74,6072.34,1.0
p[448],0.97,0.0,0.96,0.97,0.0,0.0,9202.07,6578.24,1.0
p[449],0.94,0.01,0.93,0.95,0.0,0.0,9545.15,6072.34,1.0
p[450],0.94,0.01,0.93,0.95,0.0,0.0,9550.96,6167.81,1.0
p[451],0.94,0.01,0.93,0.95,0.0,0.0,9551.2,6167.81,1.0
p[452],0.94,0.01,0.93,0.95,0.0,0.0,9552.3,6244.54,1.0
p[453],0.96,0.01,0.94,0.97,0.0,0.0,11405.09,6876.26,1.0
p[454],0.92,0.01,0.91,0.93,0.0,0.0,9190.24,7019.93,1.0
p[455],0.94,0.01,0.93,0.95,0.0,0.0,9558.5,6194.68,1.0
p[456],0.94,0.01,0.93,0.96,0.0,0.0,10409.92,6859.56,1.0
p[457],0.85,0.01,0.82,0.87,0.0,0.0,9521.44,7489.37,1.0
p[458],0.97,0.0,0.96,0.97,0.0,0.0,9200.82,6577.05,1.0
p[459],0.92,0.01,0.91,0.93,0.0,0.0,9196.6,7163.93,1.0
p[460],0.95,0.01,0.94,0.97,0.0,0.0,9569.56,6912.76,1.0
p[461],0.92,0.01,0.9,0.94,0.0,0.0,9954.47,7053.93,1.0
p[462],0.92,0.01,0.91,0.93,0.0,0.0,9198.66,7148.29,1.0
p[463],0.93,0.01,0.91,0.94,0.0,0.0,9914.34,7066.63,1.0
p[464],0.95,0.01,0.94,0.97,0.0,0.0,11620.21,6476.01,1.0
p[465],0.94,0.01,0.92,0.97,0.0,0.0,9762.45,5763.74,1.0
p[466],0.97,0.0,0.96,0.97,0.0,0.0,9195.54,6522.69,1.0
p[467],0.94,0.0,0.93,0.95,0.0,0.0,9574.1,6250.77,1.0
p[468],0.94,0.0,0.93,0.95,0.0,0.0,9574.1,6250.77,1.0
p[469],0.92,0.01,0.9,0.94,0.0,0.0,9957.26,7053.2,1.0
p[470],0.92,0.01,0.9,0.94,0.0,0.0,9956.73,7053.2,1.0
p[471],0.94,0.0,0.93,0.95,0.0,0.0,9580.48,6401.69,1.0
p[472],0.94,0.0,0.93,0.95,0.0,0.0,9583.27,6374.75,1.0
p[473],0.97,0.0,0.96,0.97,0.0,0.0,9196.18,6576.73,1.0
p[474],0.93,0.01,0.9,0.95,0.0,0.0,10445.66,6604.14,1.0
p[475],0.92,0.01,0.91,0.93,0.0,0.0,9213.17,7349.35,1.0
p[476],0.95,0.01,0.94,0.97,0.0,0.0,11611.75,6393.96,1.0
p[477],0.95,0.01,0.94,0.97,0.0,0.0,11611.75,6393.96,1.0
p[478],0.92,0.01,0.91,0.93,0.0,0.0,9214.49,7244.28,1.0
p[479],0.94,0.01,0.93,0.96,0.0,0.0,10406.19,6741.19,1.0
p[480],0.92,0.01,0.9,0.94,0.0,0.0,9961.73,7027.02,1.0
p[481],0.94,0.0,0.93,0.95,0.0,0.0,9601.95,6344.02,1.0
p[482],0.94,0.0,0.93,0.95,0.0,0.0,9601.95,6344.02,1.0
p[483],0.97,0.0,0.96,0.97,0.0,0.0,9199.23,6577.89,1.0
p[484],0.94,0.0,0.93,0.95,0.0,0.0,9607.49,6397.8,1.0
p[485],0.92,0.01,0.91,0.94,0.0,0.0,9225.39,7279.02,1.0
p[486],0.92,0.01,0.91,0.94,0.0,0.0,9225.78,7278.62,1.0
p[487],0.94,0.0,0.93,0.95,0.0,0.0,9613.79,6331.29,1.0
p[488],0.97,0.0,0.96,0.97,0.0,0.0,9197.2,6549.45,1.0
p[489],0.92,0.01,0.91,0.94,0.0,0.0,9226.64,7385.02,1.0
p[490],0.92,0.01,0.9,0.94,0.0,0.0,9967.38,7059.7,1.0
p[491],0.92,0.01,0.91,0.94,0.0,0.0,9231.13,7385.36,1.0
p[492],0.95,0.01,0.94,0.97,0.0,0.0,11602.64,6392.69,1.0
p[493],0.94,0.0,0.93,0.95,0.0,0.0,9637.73,6157.44,1.0
p[494],0.94,0.0,0.93,0.95,0.0,0.0,9637.74,6244.78,1.0
p[495],0.92,0.01,0.9,0.94,0.0,0.0,9967.65,6994.59,1.0
p[496],0.94,0.0,0.93,0.95,0.0,0.0,9655.12,6226.2,1.0
p[497],0.97,0.0,0.96,0.97,0.0,0.0,9188.12,6604.16,1.0
p[498],0.97,0.0,0.96,0.97,0.0,0.0,9188.56,6632.74,1.0
p[499],0.93,0.01,0.91,0.94,0.0,0.0,9249.26,7314.08,1.0
p[500],0.94,0.0,0.93,0.95,0.0,0.0,9668.37,6277.11,1.0
p[501],0.94,0.0,0.93,0.95,0.0,0.0,9669.05,6277.11,1.0
p[502],0.96,0.01,0.95,0.97,0.0,0.0,11358.21,6808.29,1.0
p[503],0.94,0.0,0.93,0.95,0.0,0.0,9672.24,6252.29,1.0
p[504],0.93,0.01,0.92,0.94,0.0,0.0,9254.43,7330.39,1.0
p[505],0.94,0.0,0.93,0.95,0.0,0.0,9683.71,6251.24,1.0
p[506],0.93,0.01,0.91,0.94,0.0,0.0,9263.83,7329.38,1.0
p[507],0.93,0.01,0.92,0.94,0.0,0.0,9264.86,7329.38,1.0
p[508],0.97,0.0,0.96,0.98,0.0,0.0,9187.19,6608.7,1.0
p[509],0.94,0.0,0.93,0.95,0.0,0.0,9692.26,6289.59,1.0
p[510],0.94,0.0,0.93,0.95,0.0,0.0,9699.62,6212.86,1.0
p[511],0.94,0.0,0.93,0.95,0.0,0.0,9699.62,6212.86,1.0
p[512],0.94,0.0,0.93,0.95,0.0,0.0,9699.62,6212.86,1.0
p[513],0.96,0.01,0.95,0.97,0.0,0.0,9592.93,7040.14,1.0
p[514],0.94,0.0,0.93,0.95,0.0,0.0,9706.63,6138.44,1.0
p[515],0.96,0.01,0.94,0.97,0.0,0.0,11574.84,6260.49,1.0
p[516],0.97,0.01,0.96,0.98,0.0,0.0,10559.34,6927.55,1.0
p[517],0.93,0.01,0.92,0.94,0.0,0.0,9277.63,7256.52,1.0
p[518],0.94,0.0,0.93,0.95,0.0,0.0,9719.64,6187.7,1.0
p[519],0.94,0.0,0.93,0.95,0.0,0.0,9720.74,6187.7,1.0
p[520],0.94,0.0,0.93,0.95,0.0,0.0,9724.42,6188.48,1.0
p[521],0.94,0.0,0.93,0.95,0.0,0.0,9728.59,6188.15,1.0
p[522],0.93,0.01,0.92,0.94,0.0,0.0,9289.16,7154.25,1.0
p[523],0.93,0.01,0.92,0.94,0.0,0.0,9292.12,7243.5,1.0
p[524],0.93,0.01,0.92,0.94,0.0,0.0,9296.07,7243.64,1.0
p[525],0.96,0.01,0.95,0.97,0.0,0.0,11555.97,6339.99,1.0
p[526],0.94,0.0,0.94,0.95,0.0,0.0,9746.78,6264.55,1.0
p[527],0.86,0.01,0.84,0.88,0.0,0.0,9868.46,6507.64,1.0
p[528],0.92,0.01,0.9,0.94,0.0,0.0,9356.63,7565.78,1.0
p[529],0.86,0.01,0.84,0.88,0.0,0.0,9871.57,6507.64,1.0
p[530],0.86,0.01,0.84,0.88,0.0,0.0,9872.22,6480.28,1.0
p[531],0.92,0.01,0.9,0.94,0.0,0.0,9354.8,7564.92,1.0
p[532],0.83,0.01,0.81,0.86,0.0,0.0,9688.54,7273.58,1.0
p[533],0.86,0.01,0.84,0.88,0.0,0.0,9871.77,6419.3,1.0
p[534],0.86,0.01,0.84,0.88,0.0,0.0,9874.1,6419.3,1.0
p[535],0.84,0.02,0.81,0.88,0.0,0.0,10728.18,7111.85,1.0
p[536],0.83,0.01,0.81,0.86,0.0,0.0,9687.62,7170.01,1.0
p[537],0.92,0.01,0.91,0.94,0.0,0.0,9351.19,7546.13,1.0
p[538],0.86,0.01,0.84,0.88,0.0,0.0,9878.91,6446.65,1.0
p[539],0.87,0.01,0.85,0.88,0.0,0.0,9881.66,6419.97,1.0
p[540],0.87,0.01,0.85,0.88,0.0,0.0,9882.63,6390.88,1.0
p[541],0.84,0.01,0.81,0.86,0.0,0.0,9677.67,7173.95,1.0
p[542],0.84,0.01,0.82,0.86,0.0,0.0,9679.76,7313.17,1.0
p[543],0.87,0.01,0.85,0.89,0.0,0.0,9896.47,6338.66,1.0
p[544],0.9,0.01,0.87,0.93,0.0,0.0,11712.41,6760.16,1.0
p[545],0.85,0.01,0.82,0.87,0.0,0.0,9658.4,7611.62,1.0
p[546],0.85,0.01,0.83,0.87,0.0,0.0,9640.47,7576.35,1.0
p[547],0.88,0.01,0.86,0.89,0.0,0.0,9938.14,6728.99,1.0
p[548],0.91,0.01,0.89,0.94,0.0,0.0,12271.59,7132.79,1.0
p[549],0.88,0.01,0.87,0.9,0.0,0.0,9977.29,6943.65,1.0
p[550],0.86,0.01,0.84,0.88,0.0,0.0,9598.38,7538.25,1.0
p[551],0.86,0.01,0.84,0.88,0.0,0.0,9577.89,7534.31,1.0
p[552],0.88,0.01,0.87,0.9,0.0,0.0,9990.24,7123.91,1.0
p[553],0.86,0.01,0.84,0.88,0.0,0.0,9573.66,7496.69,1.0
p[554],0.92,0.01,0.9,0.94,0.0,0.0,12295.99,7286.33,1.0
p[555],0.86,0.01,0.84,0.88,0.0,0.0,9569.61,7534.24,1.0
p[556],0.87,0.02,0.84,0.9,0.0,0.0,10743.44,7181.21,1.0
p[557],0.89,0.01,0.87,0.9,0.0,0.0,9998.37,6873.21,1.0
p[558],0.89,0.01,0.87,0.9,0.0,0.0,9998.37,6873.21,1.0
p[559],0.9,0.02,0.86,0.94,0.0,0.0,10236.24,6085.31,1.0
p[560],0.89,0.01,0.87,0.9,0.0,0.0,9999.87,6811.83,1.0
p[561],0.89,0.01,0.87,0.9,0.0,0.0,10002.29,6780.66,1.0
p[562],0.75,0.02,0.71,0.78,0.0,0.0,9755.0,7022.39,1.0
p[563],0.9,0.01,0.87,0.92,0.0,0.0,9475.37,6185.27,1.0
p[564],0.89,0.01,0.87,0.9,0.0,0.0,10006.01,6780.99,1.0
p[565],0.87,0.02,0.83,0.91,0.0,0.0,10530.31,5921.69,1.0
p[566],0.89,0.01,0.87,0.9,0.0,0.0,10006.27,6780.99,1.0
p[567],0.86,0.01,0.84,0.88,0.0,0.0,9549.93,7569.69,1.0
p[568],0.9,0.01,0.88,0.92,0.0,0.0,9483.44,6088.97,1.0
p[569],0.86,0.01,0.84,0.88,0.0,0.0,9547.38,7584.67,1.0
p[570],0.75,0.02,0.71,0.78,0.0,0.0,9752.71,7187.77,1.0
p[571],0.89,0.01,0.87,0.9,0.0,0.0,10006.13,6687.78,1.0
p[572],0.89,0.01,0.87,0.9,0.0,0.0,10009.0,6687.78,1.0
p[573],0.86,0.01,0.84,0.88,0.0,0.0,9536.95,7674.36,1.0
p[574],0.89,0.01,0.87,0.9,0.0,0.0,10012.24,6687.78,1.0
p[575],0.89,0.01,0.87,0.9,0.0,0.0,10012.74,6687.78,1.0
p[576],0.92,0.01,0.9,0.94,0.0,0.0,9435.85,6777.41,1.0
p[577],0.89,0.01,0.87,0.9,0.0,0.0,10017.35,6869.84,1.0
p[578],0.86,0.01,0.85,0.88,0.0,0.0,9528.32,7606.8,1.0
p[579],0.86,0.02,0.83,0.89,0.0,0.0,10239.16,6587.16,1.0
p[580],0.95,0.01,0.93,0.97,0.0,0.0,10648.38,6068.87,1.0
p[581],0.92,0.01,0.9,0.94,0.0,0.0,9434.98,6839.66,1.0
p[582],0.87,0.01,0.84,0.9,0.0,0.0,10760.99,7250.03,1.0
p[583],0.87,0.01,0.84,0.9,0.0,0.0,10760.99,7250.03,1.0
p[584],0.89,0.01,0.87,0.9,0.0,0.0,10023.12,6600.0,1.0
p[585],0.87,0.01,0.85,0.88,0.0,0.0,9521.35,7568.99,1.0
p[586],0.9,0.02,0.86,0.94,0.0,0.0,10168.38,6083.6,1.0
p[587],0.85,0.03,0.8,0.89,0.0,0.0,12281.16,6259.74,1.0
p[588],0.87,0.01,0.85,0.88,0.0,0.0,9516.85,7597.55,1.0
p[589],0.89,0.01,0.88,0.9,0.0,0.0,10025.94,6599.19,1.0
p[590],0.9,0.01,0.88,0.92,0.0,0.0,9501.63,6251.15,1.0
p[591],0.75,0.02,0.72,0.79,0.0,0.0,9751.63,7254.53,1.0
p[592],0.88,0.02,0.83,0.92,0.0,0.0,10540.1,6110.62,1.0
p[593],0.89,0.01,0.88,0.91,0.0,0.0,10033.99,6431.98,1.0
p[594],0.87,0.01,0.85,0.88,0.0,0.0,9510.37,7622.41,1.0
p[595],0.87,0.01,0.85,0.88,0.0,0.0,9508.07,7584.01,1.0
p[596],0.9,0.01,0.88,0.92,0.0,0.0,9513.76,6334.32,1.0
p[597],0.89,0.01,0.88,0.91,0.0,0.0,10039.95,6600.37,1.0
p[598],0.89,0.01,0.88,0.91,0.0,0.0,10039.56,6587.57,1.0
